Order Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales
22/06/2018,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,South,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608
17/06/2018,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224
17/06/2018,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,Central,Office Supplies,Binders,Avery Durable Binders,2.304
17/06/2018,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,Central,Office Supplies,Binders,Fellowes Binding Cases,9.36
14/11/2017,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,Avery 52,7.38
25/07/2015,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,West,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72
25/07/2015,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,West,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65
25/07/2015,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Staple-based wall hangings,77.92
02/07/2016,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,Central,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784
02/03/2018,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,West,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776
02/03/2018,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,West,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94
18/11/2017,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92
18/04/2016,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5
02/12/2018,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,South,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66
11/11/2017,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968
11/11/2017,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,Central,Furniture,Chairs,Global Chrome Stack Chair,47.992
05/09/2015,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,East,Office Supplies,Storage,Economy Rollaway Files,264.32
15/11/2015,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,Central,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656
02/05/2018,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,East,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,Avery 49,20.16
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Labels,Avery 508,29.46
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Paper,Xerox 1999,12.96
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5
15/10/2017,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,Central,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6
06/04/2016,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,Office Supplies,Art,Newell 312,42.048
06/04/2016,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488
06/04/2016,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9
06/04/2016,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648
06/04/2016,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 1949,7.968
24/10/2015,DB-12910,Daniel Byrd,Home Office,United States,Fort Lauderdale,Florida,South,Office Supplies,Paper,Xerox 210,10.368
17/08/2015,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,South,Office Supplies,Paper,Xerox 1929,114.2
17/08/2015,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,South,Office Supplies,Binders,Avery Non-Stick Binders,17.96
17/08/2015,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,South,Office Supplies,Fasteners,Colored Push Pins,12.67
17/08/2015,DJ-13510,Don Jones,Corporate,United States,Little Rock,Arkansas,South,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
15/08/2018,DL-13495,Dionis Lloyd,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,201.86449864780047
06/09/2016,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,West,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
27/01/2016,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,East,Furniture,Chairs,High-Back Leather Manager's Chair,181.986
27/01/2016,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,East,Technology,Phones,Polycom VVX 310 VoIP phone,431.976
27/01/2016,SV-20365,Seth Vernon,Consumer,United States,Cleveland,Ohio,East,Technology,Phones,Nortel Meridian M5316 Digital phone,155.37
16/07/2016,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,West,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,201.86449864780047
16/07/2016,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,West,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,700.152
30/04/2017,KD-16615,Ken Dana,Corporate,United States,Scottsdale,Arizona,West,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.888
26/09/2015,NB-18580,Nicole Brennan,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,143.952
08/09/2017,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",173.94
08/09/2017,AP-10720,Anne Pryor,Home Office,United States,Malden,Massachusetts,East,Office Supplies,Labels,Avery 52,14.76
16/04/2018,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,West,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",205.92
16/04/2018,JE-15745,Joel Eaton,Consumer,United States,San Jose,California,West,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,102.833
16/08/2016,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Art,Newell 346,2.304
16/08/2016,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,West,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
16/08/2016,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,Xerox 1891,313.024
16/08/2016,JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Labels,Avery 488,5.04
19/11/2018,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,South,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
19/11/2018,AB-10105,Adrian Barton,Consumer,United States,Henderson,Kentucky,South,Office Supplies,Binders,GBC Imprintable Covers,21.96
14/09/2017,PN-18775,Parhena Norris,Home Office,United States,Columbia,South Carolina,South,Office Supplies,Paper,Xerox 224,25.92
15/08/2017,JC-15775,John Castell,Consumer,United States,Tallahassee,Florida,South,Technology,Phones,HTC One Mini,705.544
26/09/2016,PF-19165,Philip Fox,Consumer,United States,New York City,New York,East,Technology,Accessories,Dell Slim USB Multimedia Keyboard,50.0
08/10/2017,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,Central,Furniture,Furnishings,Contemporary Wood/Metal Frame,51.712
24/03/2016,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,South,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",6.992
31/05/2016,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,West,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86
31/05/2016,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,West,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75
31/05/2016,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
25/12/2016,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Labels,Avery 474,9.216
25/12/2016,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Paper,Xerox 227,10.368
17/03/2016,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,15.02
17/03/2016,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,East,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",33.82
21/12/2018,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,71.0
01/11/2018,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,West,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12
01/11/2018,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,West,Furniture,Tables,Hon 94000 Series Round Tables,2665.62
07/09/2018,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,East,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
27/12/2018,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,East,Technology,Phones,AT&T 1080 Corded phone,164.388
27/12/2018,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,East,Office Supplies,Art,BIC Brite Liner Highlighters,13.248
16/07/2018,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,Central,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
12/08/2017,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,Central,Technology,Accessories,Logitech diNovo Edge Keyboard,201.86449864780047
09/07/2018,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,Central,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45
22/11/2015,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,South,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,16.23
22/11/2015,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,South,Office Supplies,Binders,GBC ProClick Punch Binding System,319.9
22/11/2015,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,South,Office Supplies,Envelopes,Staple envelope,11.36
22/11/2015,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,South,Office Supplies,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",489.92
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.44
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,Macally Suction Cup Mount,155.35
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,12.42
26/01/2015,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,South,Technology,Phones,Jabra SPEAK 410,187.98
03/11/2016,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,Central,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608
30/06/2018,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Steel Personal Filing/Posting Tote,248.57
30/06/2018,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Executive Impressions 14""",22.23
05/05/2017,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98
05/05/2017,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,West,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168
08/09/2017,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,Central,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",14.136
08/09/2017,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,Central,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,601.47
24/11/2018,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,South,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,79.1
24/11/2018,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,South,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",327.84
13/05/2018,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,180.96
13/05/2018,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,914.97
13/05/2018,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,587.97
13/05/2018,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,530.34
13/05/2018,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,Central,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),14.94
23/04/2018,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,121.94
23/04/2018,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,East,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",122.71
04/06/2017,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Easy-staple paper,14.94
04/06/2017,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85
04/06/2017,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784
04/06/2017,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12
16/12/2015,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Binders,Avery Binder Labels,1.167
04/03/2017,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,West,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,24.672
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Office Supplies,Labels,Avery 520,2.52
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,201.86449864780047
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Office Supplies,Labels,Avery 52,5.904
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696
25/11/2015,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,Central,Furniture,Furnishings,"Master Caster Door Stop, Brown",6.096
28/04/2017,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,"Global Stack Chair without Arms, Black",41.568
26/04/2015,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,Bevis Steel Folding Chairs,230.28
26/04/2015,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",18.288
01/04/2018,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,West,Office Supplies,Labels,Avery 498,5.78
01/04/2018,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,West,Office Supplies,Binders,Fellowes Binding Cases,121.68
22/12/2018,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Office Supplies,Art,Design Ebony Sketching Pencil,4.17
22/12/2018,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.04
22/12/2018,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Office Supplies,Storage,Eldon Simplefile Box Office,37.32
22/12/2018,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,West,Office Supplies,Labels,Avery 517,18.45
03/12/2015,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,Central,Office Supplies,Paper,Xerox 214,25.92
22/10/2018,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,201.86449864780047
22/10/2018,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Phones,Polycom CX600 IP Phone VoIP phone,2399.6
22/10/2018,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,63.9
22/10/2018,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,East,Technology,Phones,i.Sound Portable Power - 8000 mAh,52.99
13/11/2018,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,60.864
13/11/2018,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995
13/11/2018,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,East,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,11.22
10/09/2016,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 1952,14.94
15/05/2018,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,24-Hour Round Wall Clock,39.96
15/05/2018,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,42.624
15/05/2018,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,West,Furniture,Chairs,SAFCO Arco Folding Chair,220.96
05/07/2016,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,South,Furniture,Furnishings,Stackable Trays,4.928
05/07/2016,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,South,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
15/08/2016,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,West,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1
12/06/2018,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",19.04
12/06/2018,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Angle-D Ring Binders,13.128
12/06/2018,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,64.14
12/06/2018,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,East,Furniture,Chairs,Safco Contoured Stacking Chairs,858.24
20/02/2016,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,South,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,29.99
29/12/2017,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,Central,Office Supplies,Paper,White Computer Printout Paper by Universal,186.048
17/04/2017,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,Motorola L804,36.792
17/04/2017,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,South,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",18.624
07/09/2015,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69
07/09/2015,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81
07/09/2015,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Office Supplies,Paper,Xerox 2000,12.96
07/09/2015,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88
07/09/2015,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,Central,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85
26/09/2017,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,West,Furniture,Bookcases,Bestar Classic Bookcase,201.86449864780047
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,Avery Non-Stick Binders,10.776
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",11.784
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Paper,Green Bar Computer Printout Paper,164.88
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Furniture,Bookcases,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1292.94
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",261.74
17/09/2018,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,West,Office Supplies,Labels,Avery 514,14.4
16/08/2017,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
24/12/2016,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,West,Furniture,Chairs,SAFCO Arco Folding Chair,883.84
28/11/2018,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,Technology,Phones,Google Nexus 5,1979.89
28/11/2018,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",79.96
14/04/2018,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,Central,Office Supplies,Binders,Acco 3-Hole Punch,8.76
01/05/2017,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Labels,Avery 499,3.984
01/05/2017,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62
01/05/2017,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742
01/10/2017,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512
01/10/2017,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,Central,Office Supplies,Paper,Easy-staple paper,28.352
25/08/2016,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",40.784
25/08/2016,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,105.96
09/09/2015,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Paper,Xerox 1913,166.44
09/09/2015,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Furniture,Chairs,Global Italian Leather Office Chair,785.88
09/09/2015,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Paper,Advantus Motivational Note Cards,26.2
09/09/2015,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,East,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85
03/12/2018,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1888,166.44
27/11/2018,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,South,Office Supplies,Art,Pencil and Crayon Sharpener,8.76
27/11/2018,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,South,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,43.584
21/06/2015,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,West,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",11.088
21/06/2015,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,West,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",25.164
21/01/2018,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Office Supplies,Binders,Avery Durable Binders,14.4
21/01/2018,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,Central,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95
